21.44603,-2.790969,48.872590.03745491
40.81411,0.120116,43.62580.02550219
53.51855,-4.713503,34.549670.1105508
52.24526,-4.713503,35.922610.05616536
53.73014,-4.713503,34.691730.06981154
49.82939,-4.713503,35.562930.03586914
53.24151,-4.713503,36.086170.03125707
53.45075,-4.713498,-17.45140.1642306
41.65103,0.1201212,-13.915260.03015752
52.2908,3.547657,-16.121560.009044408
20.48491,-3.373893,-3.2560050.00409319
44.23611,0.1201203,-12.864140.1019369
51.99796,2.259651,-16.771160.03020293
29.11483,-1.675237,-5.5830230.0008912996
52.00617,2.816556,-16.752940.03161861
47.98907,0.1201212,-15.263640.06445014
50.91937,0.1201208,-13.375230.01262297
62.60731,-4.7135,1.6892320.04872744
66.39145,-3.692638,4.8841030.03407324
62.38158,-4.7135,1.0463140.0500642
64.48017,0.1201198,3.4679990.04973637
63.34897,0.1201193,3.7845750.05284823
62.9537,0.1295121,3.1294280.05161095
63.7506,-4.7135,1.7001040.1002458
60.92786,-4.7135,4.776190.02025786
66.92229,0.1201198,5.4641410.08347866
71.85146,0.638397,12.291410.0372587
66.92358,4.936218,-8.6557890.08499808
63.96904,-4.713498,-13.245570.05925463
69.67514,6.71139,-12.745250.04203784
60.20982,-2.384317,-14.140750.1405488
76.48583,3.453262,0.76449780.05122145
59.57486,-4.713498,-16.663180.1888391
66.30983,5.348348,-13.011070.05148415
58.02259,-2.116957,-15.184950.07539845
61.00702,-4.713498,-16.536940.1324994
68.6559,5.137141,-10.356480.1814718
54.65514,-4.713498,-18.687910.08021393
61.05537,-4.713497,-20.798180.05947393
50.87438,5.637148,-15.293160.001013067
49.96912,-4.713499,-16.996890.09905311
28.78605,0.1914621,-7.9333240.07645012
58.29877,-1.472525,-15.05310.06362379
44.70624,0.1201212,-13.530140.1389562
48.83711,0.1201212,-11.193550.04456933
58.688,-4.713498,-20.38750.04063115
56.37951,1.396402,-13.202980.003574308
47.11784,-4.713504,38.5180.1545477
45.39668,0.120116,39.355820.1305816
37.87133,-1.269653,43.9030.03919724
42.88007,0.1201155,40.766720.03563005
45.59228,-4.713504,38.415610.09337468
46.50141,-4.713504,38.04460.1197489
37.00772,-3.031928,43.374870.06473071
47.34035,-4.713503,37.816890.1419243
46.71983,-4.713504,37.905620.1555127
47.37237,-4.713504,37.977640.1540162
74.11636,-3.615726,-4.3010110.2337815
70.83062,5.995794,-12.6460.08242645
64.65879,-4.713498,-15.969170.1690723
63.74321,5.137142,-11.283570.1140052
74.89066,4.037902,-10.842810.01470065
62.68913,-4.713498,-14.544150.1317707
77.08128,5.637148,-12.874810.008994771
63.27839,-4.713499,-8.1764350.08073436
67.96861,0.9550434,1.0377930.08464015
62.3853,-4.713499,-6.1697660.05654101
62.48063,-4.7135,-6.7199970.07403085
63.31113,-4.713499,-5.95380.08906044
67.29521,-3.819387,0.72195420.0350513
65.36935,-4.7135,-2.9667420.07857013
76.73631,0.6088805,-5.5068570.04680375
67.78529,-4.713497,-25.250790.02153145
68.59229,-4.713498,-24.926220.05839313
68.70377,-4.713497,-24.870290.05412247
89.66794,7.167034,-12.540928.386048E-10
68.89576,-4.713497,-24.501320.04284298
82.83884,1.815264,-12.90570.0007108913
90.07721,7.042701,-12.505070.01135895
89.33458,5.637148,-12.549310.002067228
60.17788,-0.6849017,-4.3387990.01161696
60.76299,0.1201203,4.3954940.1258694
63.08583,-4.7135,-2.8678510.1028614
57.4099,5.137139,5.231880.1732989
73.2322,0.1201179,23.891880.005322906
59.62138,1.597519,2.5695930.1009336
63.36729,-4.713499,-8.8818230.06856893
62.35597,-4.713499,-7.290430.06191964
24.42842,-4.425099,49.53470.08739074
32.07037,-4.713505,45.944130.1066054
25.92888,-0.02075768,58.648080.004394497
33.09489,-4.713505,46.333510.1701532
24.72118,-1.393106,49.606570.02367007
25.95131,-1.81383,58.547060.0004950895
15.73901,5.637138,55.097960.01518095
32.09283,-4.713504,46.518920.1323987
30.93491,-4.713505,47.209430.04481226
32.07347,-4.713505,46.819970.1077731
64.6677,-1.469833,49.896450.000370843
60.98969,-4.713501,19.711760.07478715
63.88342,-4.713502,21.184660.005738739
61.77106,-4.713501,17.963330.06343486
57.87287,-4.713502,28.929870.03303498
62.04639,-2.507491,48.939580.000959156
53.16695,-2.697599,31.046920.008891525
60.74477,-4.713502,17.955220.08094838
61.73422,10.32794,49.035710.01300868
59.96887,-4.713502,26.577270.01856083
45.61824,0.4211652,42.832110.05702791
57.27631,-4.713503,31.335410.05954866
58.85119,-4.713504,32.447250.01274711
57.92712,-4.713503,28.699380.03115067
59.68759,0.8445638,64.777940.001063468
39.47926,0.120115,41.400790.03647361
47.48682,-4.713504,38.011870.1542594
42.85046,0.1201155,40.644970.03492399
22.54353,-0.4512305,49.116250.01570626
45.81452,-4.713504,40.701180.01204177
46.48313,-4.713504,38.02190.1247816
47.52026,-4.713503,37.999690.1836954
28.68041,0.6088743,51.703030.009694787
47.45839,-4.713503,37.911710.1872705
44.44064,0.1201155,39.945120.10906
22.84638,-4.20714,49.183480.06376444
20.8571,-2.773514,48.741840.03426985
27.85147,-4.713505,45.262090.04048413
20.0592,-3.20716,48.56470.04587269
19.2039,-2.786335,48.374820.04451159
26.38794,-4.713505,45.809090.04611526
10.36255,5.633514,53.598090.01956395
27.31735,-4.713505,46.092190.07880536
19.29386,-3.485076,48.394790.05008911
24.66817,-3.803066,49.587930.08175579
56.93573,-4.713502,23.625790.01386815
59.95488,-4.713502,19.586080.06387285
50.69289,5.137137,34.115620.1545275
60.95634,-4.713501,19.189040.09200548
59.91764,-4.713501,20.129160.0727979
55.40683,-4.713504,34.626250.01829519
60.92042,-4.713502,19.518730.08355852
61.55489,-4.713502,21.365770.02735494
60.28749,8.565084,51.589240.02384984
59.18046,-4.713501,21.066350.07130386
60.89162,-4.713502,26.315750.006346031
55.3251,5.637141,54.676490.001016237
65.46504,4.156821,46.313720.01126817
43.88865,5.137136,44.733410.06240575
57.59662,-4.713502,27.703940.02701073
58.78414,8.568,51.255490.01976469
40.88388,-3.52823,47.201870.003774379
64.74844,2.571342,46.154630.008721092
56.71709,-4.713502,30.057450.02790084
55.73688,11.84801,47.915230.01948801
53.52756,-4.713503,35.310070.05281325
45.76909,1.665785,41.982410.08885925
48.30529,-4.713503,36.629090.04257041
45.53286,5.137136,41.134720.09773612
45.69961,-4.713503,39.860370.04417685
37.82331,-3.836449,43.555940.1144377
42.02522,5.137136,40.888920.08240012
51.52416,-4.713504,38.669940.01531643
42.3063,5.137136,40.817470.08538671
22.03416,-1.232778,49.003160.02729766
51.69234,-0.9417901,47.904880.001511444
54.34842,-4.713502,32.680850.146355
54.49493,-4.713503,33.409510.1243147
44.94867,5.137136,42.616560.06711154
46.10627,1.613126,40.463630.08434749
37.59912,-3.11877,47.928170.04576951
46.08836,0.3217618,40.714480.1388065
42.9797,0.120115,42.756340.05485252
43.3183,5.137136,44.796010.1519682
51.0173,0.2142379,44.630450.07462892
51.67117,-4.713498,-13.885340.2659948
8.576746,0.1201191,-3.2146580.0001218338
55.88377,-4.713498,-17.407090.2879078
50.70152,0.1201217,-17.066430.03807083
44.64606,0.1201212,-13.554250.1552522
53.04539,0.4285738,-14.447220.05796146
39.05248,-0.8443899,-8.2589210.01531422
50.42747,0.1201212,-16.852370.02779638
52.69403,1.396797,-15.227060.03129071
53.58655,-4.713498,-17.947740.2022618
53.25153,-4.713498,-17.443560.207601
48.85168,-4.713498,-16.158760.09471182
27.9299,0.7205138,-9.8101420.1168176
53.95782,-4.713498,-17.553530.2441222
53.7607,-4.713498,-17.135990.2701012
29.12111,0.08547941,-7.140370.04949058
53.63152,-4.713499,-16.146760.1211575
-32.787,0.1201172,8.2485480
53.77327,-4.713498,-17.433350.2146635
47.69249,0.1201212,-15.609530.04555969
60.46426,-4.713501,22.211170.04828843
45.5463,-2.069942,46.540420.002194281
44.6737,8.581902,48.130870.02987276
61.25857,-4.713502,23.370440.02151884
45.35756,-1.409684,46.498520.0129466
46.03766,10.5874,45.638187.741247E-08
58.57514,11.36142,56.384060.0003582216
53.89704,5.637141,52.479090.000207829
68.75571,-4.713497,-25.383080.05713388
68.43252,-4.713497,-25.183070.06590711
89.48003,-2.228337,-11.721993.091716E-11
70.86918,-4.713497,-24.351870.007232525
60.12986,-4.46125,-2.4045910.009398727
60.13105,-3.06806,-2.452270.03401218
62.8455,-4.713499,-5.8634030.106285
62.50494,-4.713499,-4.2145350.04454105
59.70897,0.1201193,2.5090540.1052532
63.37543,-4.713499,1.6752090.102712
63.88905,11.30083,22.881860.02284263
64.03216,-4.7135,-2.8521570.0771661
62.47189,-4.713499,-5.5320230.06291548
75.08635,-3.709565,15.02860.01609751
67.11134,3.673347,36.508170.01265264
68.09354,-4.713501,10.884640.02591222
73.41177,0.1201198,16.183670.02800282
67.89642,-4.399921,13.084380.01102896
73.92596,10.20414,18.798760.01184712
72.46256,2.870559,14.11520.06720933
63.69212,-4.7135,9.0448210.0520349
65.64056,-4.7135,8.9586790.02236592
63.203,-4.713501,7.9979570.08247359
28.51385,0.159875,-8.5775360.1255755
50.51008,-4.713499,-16.364550.1517331
27.329,1.511049,-11.219630.03810367
50.51704,-4.713498,-16.5660.1464438
27.85547,1.249129,-9.9861990.1150252
-23.69745,-4.713503,6.9731370
45.45491,-4.713499,-15.417940.004620552
45.43502,0.1201217,-15.386080.05517807
43.42371,0.1201217,-14.62430.03622562
50.69237,-4.713498,-16.674170.1566113
73.3302,5.756817,13.898250.05502022
63.63063,-4.7135,8.6870520.1357475
75.17831,5.137139,13.968880.05041192
64.05975,-4.7135,8.8128110.1033319
73.56705,5.344944,13.226660.05637783
72.07527,0.5188806,11.283390.08210246
63.95616,-4.7135,8.850290.1039321
63.86741,-4.713501,9.2574780.1348867
74.18764,0.1201189,15.891190.0833439
75.14758,-2.919165,14.752790.027059
63.77964,-4.7135,1.0143720.1509157
65.38096,-3.545144,20.876970.009547597
57.00719,5.637136,22.736680.3798983
64.05888,0.1201198,4.4412090.1287679
56.80367,5.137138,24.312990.1787939
61.88861,0.1201193,4.9514920.1241986
66.45522,-4.080486,4.5910190.06132741
72.88008,5.137137,28.265940.02596126
58.88992,-4.7135,9.1223910.0007209012
63.2979,-4.713499,-2.5502470.1188633
62.89292,-4.7135,-3.8787720.0723083
64.50519,-4.713499,-3.0185550.1046455
62.10847,-4.713499,-2.0897210.03632399
64.00134,-4.713499,-1.5838140.0248696
59.88748,-3.962971,0.60722590.002550829
48.97607,8.037759,49.086030.0198211
63.34294,-4.713499,-2.7411540.1022764
61.20465,0.1201198,3.3501930.131163
23.77099,-4.713505,46.332660.1437633
22.34981,-4.537704,49.073230.09266077
21.88048,-4.713505,48.191890.08468102
24.02161,-4.713505,46.118560.151002
23.32072,-4.713505,46.466720.15017
19.95867,-4.125341,47.595150.0369854
23.6934,-4.713505,47.057510.2034323
17.04673,5.637138,52.043060.03061499
23.40788,-4.713505,47.304180.1375436
22.55735,-4.713505,46.5510.09137011
68.73389,2.529748,-1.7418890.02977504
59.52773,-0.6945994,-14.466380.08012202
70.51871,3.482466,-4.8175020.0543758
60.12521,-4.713499,-16.023860.3060162
60.22019,-4.713498,-16.194380.2860639
78.24699,6.000567,-3.0633110.02876871
68.16697,-4.713499,-10.995670.04951175
61.32719,-4.713498,-14.524260.1382472
75.10748,-1.543065,-1.2975430.09541105
59.54365,-2.381303,-14.458780.1613712
32.96124,0.6088748,48.905190.04952061
32.18767,0.6088746,48.376250.04712557
35.04533,-4.713505,46.122130.195928
35.12337,-4.713505,46.082360.1993659
34.11853,-4.713504,46.935520.1630351
29.57197,-4.713505,50.528080.002910264
35.4598,-4.713504,46.072040.2207616
35.42571,-4.713505,46.019870.2163508
34.63977,-4.713505,46.236240.1802758
59.91055,-4.713498,-15.96720.316012
76.65449,2.249611,-2.8994620.02689154
60.29541,-3.305306,-14.099890.2480623
59.56875,-3.710117,-14.44680.3089265
74.33521,-3.721701,-4.4820390.4509692
66.93504,-4.7135,0.43011280.06553293
76.84854,9.040901,14.745820.01010615
59.31033,-4.713498,-14.622720.2821477
72.00656,4.445635,-6.6904870.1503514
-42.49593,0.1201174,12.612844.760434E-17
49.18335,-4.713498,-15.790340.1913143
-8.195433,0.5191225,2.8328250.01192441
50.10744,-4.713498,-16.005910.203502
42.96728,-2.651039,-9.3108650.1044032
50.91711,-4.713498,-15.196960.2074923
51.42308,-4.713498,-14.728490.2323974
50.38209,-4.713499,-16.067520.2023447
51.57137,-4.713498,-16.479790.1998365
51.0036,-4.713498,-15.143660.2085397
73.53445,-4.713497,-22.834690.0001928686
69.87004,-4.713497,-25.008360.03140183
68.37448,-4.713497,-24.947380.06690985
69.88093,-4.713497,-24.999490.03113548
88.04984,3.439457,-12.507091.907412E-05
25.92789,-4.713505,45.88140.06549367
26.01005,-4.713505,46.278330.06540775
21.18763,-4.090062,47.905650.06845365
23.23141,-4.713506,48.384170.09629709
16.56979,5.637138,52.334580.03317892
21.59148,-3.468632,48.904880.08264711
19.88931,-2.460602,48.526990.0536559
26.33957,-4.713505,45.382710.05461229
17.27029,5.637138,52.078280.04840389
23.59446,-4.713505,46.51310.2237166
61.39621,-4.7135,-0.95624730.009769547
63.39361,-4.713499,-4.0473860.1094513
60.30602,1.604545,2.721590.1821178
60.07885,-1.909017,-0.34975620.02162975
63.75442,-4.713499,-3.9255390.1148776
63.73298,-4.7135,-3.5077510.1385563
66.91851,-4.679176,2.4574960.04185868
63.8373,-4.713499,-2.9956890.1391375
63.97329,-4.713499,-2.9548610.1314047
60.0396,-2.23509,-0.077991490.02424707
67.72338,5.637141,57.021996.265481E-06
61.09064,-4.7135,-2.1994190.02060183
51.79961,5.137137,28.023280.2534063
63.86865,-4.713499,-4.9292870.05568979
60.13149,-1.548573,-2.4700240.02936936
59.39399,-3.029809,2.8300970.01224798
62.61441,-4.713499,-5.054010.07978085
73.1398,-3.411361,22.796070.01148012
68.71931,6.32217,25.300420.08931071
70.42023,0.8739805,18.738230.07223429
63.07767,-4.7135,11.565680.07678568
72.23611,5.875608,18.825970.06617977
65.41508,-4.7135,13.771220.01059872
63.02154,-4.7135,11.369010.07939076
63.06985,-4.7135,11.400050.07901162
69.81627,9.92674,23.418730.06595252
73.43011,-0.5769892,21.488450.005644456
35.50491,-4.713505,46.258630.2226145
23.51864,-0.8708019,55.023250.0005538031
36.50352,-4.713505,46.713630.1906181
36.23646,-4.713505,45.954960.2489442
34.52178,-4.713505,46.856320.1558533
36.32814,-4.540679,48.209210.05630473
32.3894,-2.276414,49.080110.02751542
36.10069,-4.713505,46.674130.1921917
24.26513,-4.29752,51.660790.02935912
36.42078,-4.713505,48.145150.05530415
21.56608,-4.713505,47.353890.0642829
19.33922,5.637138,54.660830.02268205
20.30271,-4.713506,47.690810.03790276
14.45863,5.637138,51.302180.002244116
21.49293,-0.469944,48.8830.02873671
24.22241,-4.713505,46.142160.1886642
17.35284,5.925082,50.996480.04124709
22.90333,-4.713506,46.921430.1727707
22.76484,-4.713505,46.949380.1572496
15.55148,5.637138,54.795790.0282617
64.51025,-4.7135,5.2204870.09887026
73.13778,0.1201198,10.734650.08444612
66.6609,-4.349395,3.643180.07306869
63.83743,-4.713499,0.24747280.1162088
63.07545,-4.7135,2.6868850.1645244
66.30312,-4.184978,5.2900960.05196188
64.68404,-4.7135,2.6625630.1410144
71.69862,5.137138,22.931160.07995939
79.27856,-1.011421,43.313590.0003553801
65.37947,0.1201198,5.1847750.2168675
52.46095,-4.713503,34.598660.1147668
46.78409,5.637139,41.843230.05179999
53.21416,-4.713502,34.144040.1584378
52.42558,-4.713503,35.121370.1149832
40.87791,5.137136,41.836490.08053405
49.90928,-4.713504,37.529460.0226607
44.2126,5.137136,40.316760.2473891
54.16307,-4.713504,35.562120.04940924
47.96301,-4.713504,38.577640.1431976
24.65484,-0.2299986,49.90540.03296132
53.81152,-3.725088,27.92920.0009117054
66.88772,-0.1190231,44.982350.02713306
59.21308,-4.713502,26.184270.02923056
60.19581,-4.713501,20.858030.1118155
52.57401,1.12862,44.984040.1908594
61.15721,-4.713501,22.613510.04348368
59.60915,-4.713501,20.798810.1369572
59.57053,-4.713502,22.094390.06566411
60.25521,-4.713502,20.644760.1208535
